Sr No ,Category ,Sub Category,Product Name,Product Code,Product url,SKU,MRP,Sale Price,GST,Transfer Rate,Shipping,Margin,Discount,Keyword,Meta Description,Short Description,Canonical tag,Seller Name,Seller Code,Bachat Gat,ULB/City,Contact Person,Mobile No.,Email,Product Status
86,Gifting and Accessories,House Gifting,Carry Basket,,https://udyoginimart.com/product-home/carry-basket-bags,Qty,250,199,0,0,0,0,0,Carry Basket,Carry Basket Bags,Carry Basket,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,n
87,Fashion,Sarees,Golden Tissue Frame Border,A301,https://udyoginimart.com/product-home/Golden-Tissue-Frame-Border,Qty,2100,2000,0,1100,0,45,4.76,Golden Tissue Frame Border,Golden Tissue Frame Border,"Printed Saree with Emb Emblishment Silk Sarees with Blouse Pieces, Color: Multiple color , Code: A301",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
88,Fashion,Sarees,Sky Blue Sarees,A308,https://udyoginimart.com/product-home/Sky-Blue-Sarees,Qty,3000,1399,0,0,0,0,0,Sky Blue Sarees,Sky Blue Sarees,"Printed Saree with Emb Emblishment Silk Sarees with Blouse Pieces, Color: Multiple color , Code: A308.",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
89,Fashion,Sarees,Kerala Cotton Emb,A320,https://udyoginimart.com/product-home/Kerala-Cotton-Emb,Qty,1975,1875,0,1105,0,41.07,5.06,Kerala Cotton Emb,Kerala Cotton Emb,"Patli Pallu with Emb Emblishment Silk Sarees with Blouse Pieces, Color: Multiple color , Code: A320.",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
90,Fashion,Sarees,Flower Design Sarees,A304,https://udyoginimart.com/product-home/Flower-Design-Sarees,Qty,1850,1750,0,985,0,43.71,5.41,Flower Design Sarees,Flower Design Sarees,"Fabric: Kasavu Cotton Golden Tissue Color: Multiple color Options, Flower Design. Code : A304",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
91,Fashion,Jewellery,Traditional Elegance beautifully Enamel Mangalsutra Pendant and Earrings Set,N207,https://udyoginimart.com/product-home/Traditional-Elegance-beautifully-Enamel-Mangalsutra-Pendant-and-Earrings-Set,Pieces,500,80,0,50,0,37.5,84,Traditional Elegance beautifully Enamel Mangalsutra Pendant and Earrings Set,Traditional Elegance beautifully Enamel Mangalsutra Pendant and Earrings Set,Elevate your traditional attire with the exquisite Traditional Elegance Peacock Enamel Mangalsutra Pendant & Earrings Set.,,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,y
92,Fashion,Jewellery,Regal Radiance Mangalsutra Pendant and Earrings SetNo.232,N232,https://udyoginimart.com/product-home/Regal-Radiance-Mangalsutra-Pendant-and-Earrings-,Pieces,600,110,0,55,0,50,81.67,Regal Radiance Mangalsutra Pendant and Earrings,Regal Radiance Mangalsutra Pendant and Earrings,Elevate your jewelry collection with the exquisite “Regal Radiance” Mangalsutra Pendant & Earrings Set.,,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,y
93,Fashion,Jewellery,Radiant Heritage Mangalsutra Pendant and Earrings Set No.216,N216,https://udyoginimart.com/product-home/Radiant-Heritage-Mangalsutra-Pendant-and-Earrings,Pieces,300,100,0,50,0,50,66.67,Radiant Heritage Mangalsutra Pendant and Earrings,Radiant Heritage Mangalsutra Pendant and Earrings,Step into a world of timeless beauty with our Radiant Heritage Mangalsutra Pendant and Earrings Set.,,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,y
94,Fashion,Jewellery,Ethereal Elegance Mangalsutra Pendant and Earrings Set No.217,N217,https://udyoginimart.com/product-home/Ethereal-Elegance-Mangalsutra-Pendant-and-Earrings,Pieces,600,90,0,45,0,50,85,Ethereal Elegance Mangalsutra Pendant and Earrings,Ethereal Elegance Mangalsutra Pendant and Earrings,Embrace the timeless beauty of tradition with our Ethereal Elegance Mangalsutra Pendant and Earrings Set.,,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,y
95,Fashion,Jewellery,Eternal Grace Mangalsutra Pendant and Earrings Set No.218,N218,https://udyoginimart.com/product-home/Eternal-Grace-Mangalsutra-Pendant-and-Earrings,Pieces,450,80,0,38,0,52.5,82.22,Eternal Grace Mangalsutra Pendant and Earrings,Eternal Grace Mangalsutra Pendant and Earrings,Embrace the timeless beauty of tradition with our Eternal Grace Mangalsutra Pendant & Earrings Set.,,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,y
96,Fashion,Jewellery,Designer Fancy Earings and Pendant No.102,N102,https://udyoginimart.com/product-home/Designer-Fancy-Earings-and-Pendant,Pieces,250,70,0,33,0,52.86,72,Designer Fancy Earings and Pendant,Designer Fancy Earings and Pendant,Embrace the timeless elegance of traditional Indian jewelry with our “Regal Radiance Mangalsutra Pendant & Earrings Set.”,,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,y
97,Home Decor,Handmade Items,Hand Made Carry Basket,A1,https://udyoginimart.com/product-home/hand-made-carry-basket,Qty,550,500,0,0,0,0,0,Hand Made Carry Basket,Hand Made Carry Basket,Hand Made Carry Basket,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,n
98,Fashion,Jewellery,Beads Choker Jewellery for Women Set-No.05,NO05,https://udyoginimart.com/product-home/beads-choker-jewellary,Qty,460,360,0,0,0,0,0,Beads Choker Jewellery,Beads Choker Jewellery,"Name : Beads Choker Jewellery Set Pink Off Golden Color, Base Metal : Alloy, Plating : Gold Plated, Stone Type : Crystals.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
99,Fashion,Jewellery,Moti Choker Necklace for Women Set-No.24,NO24,https://udyoginimart.com/product-home/Moti-Choker-Necklace-for-Women,Qty,250,150,0,0,0,0,0,Moti Choker Necklace for Women,Moti Choker Necklace for Women,"Name : Moti Choker Necklace for Women Green Off Silver Color, Base Metal : Alloy, Plating : Gold Plated, Stone Type : Crystals.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
100,Fashion,Jewellery,Chinchpeti Necklace Set With Earrings for women Set-No.03,NO03,https://udyoginimart.com/product-home/chinchpeti-necklace-set-with-earring-for-women-set-no.03,Qty,220,175,0,0,0,0,0,Chinchpeti Necklace Set With Earrings for women,Chinchpeti Necklace Set With Earrings for women,"Name : Necklace Set Brown Off Silver Color, Base Metal : Alloy, Plating : Gold Plated, Stone Type : Crystals.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
101,Fashion,Jewellery,Moti Choker Necklace Set No.21,NO21,https://udyoginimart.com/product-home/moti-choker-necklace-set-no.21,Qty,320,235,0,0,0,0,0,Moti Chocker Necklace,Moti Chocker Necklace,"Adjustable as per neck size: Light weight, Pearl set contains Necklace and Earrings.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
102,Gifting and Accessories,House Gifting,Vitthu Mauli Frame,,https://udyoginimart.com/product-home/vitthu-mauli fram,Qty,199,11,0,0,0,0,0,Vitthu Mauli Frame,Vitthu Mauli Frame,3,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,n
103,Fashion,Jewellery,Tanmani Moti Necklace Set No.25,NO25,https://udyoginimart.com/product-home/tanmani-moti-necklace-setno.25,Pieces,450,325,0,0,0,0,0,Tanmani Moti Necklace,Tanmani Moti Necklace,"Elevate your style with our exquisite dual-strand beaded necklace. Crafted with attention to detail, this accessory seamlessly blends classic elegance with modern flair. Here are the key features that make this necklace a must-have:",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
104,Fashion,Jewellery,Kamar Patti Jewellery Set No.08,NO08,https://udyoginimart.com/product-home/kamar-patti-jewellery-setno.08,Pieces,300,249,0,0,0,0,0,Kamar Patti Jewellery,Kamar Patti Jewellery,"Handmade Bandanwar is useful in Pooja, Festivals, House Warming, Partie , Marriages.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
105,Fashion,Sarees,Golden Tissue Peacock Design,A305,https://udyoginimart.com/product-home/Golden-Tissue-Peacock-Design,Qty,2025,1925,0,1085,0,43.64,4.94,Golden Tissue Peacock Design,Golden Tissue Peacock Design,"Hand Printed Saree with Emb Emblishment Silk Sarees with Blouse Pieces, Color: Multiple color , Code: A305.",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
106,Fashion,Sarees,Silver Tissue Zebra Print,A316,https://udyoginimart.com/product-home/Silver-Tissue-Zebra-Print,Qty,1925,1825,0,1035,0,43.29,5.19,Silver Tissue Zebra Print,Silver Tissue Zebra Print,"Printed Saree with Emb Emblishment and Designer Blouse Pieces, Color: Multiple color , Code: A316.",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
107,Pooja Samgri,Pooja Dhoop Agarbatti,Havan Dhoop Cup,VI001,https://udyoginimart.com/product-home/havan-dhoop-cup-v001,Qty,80,80,0,40,0,50,0,Havan Dhoop Cup,Havan Dhoop Cup,"Immerse yourself in the sacred aroma of our premium Havan Dhoop Cups, designed to enhance your spiritual rituals and meditation practices.",,Navkar MBG,,Navkar MBG,Satara,Nikita Borgave,9970466171,,y
108,Pooja Samgri,Pooja Dhoop Agarbatti,Havan Dhoop Cup Box,VI002,https://udyoginimart.com/product-home/havan-dhoop-cup-box,Qty,80,80,0,35,0,56.25,0,Havan Dhoop Cup Box,Vidhi Havan Dhoop Cup Box,"Brand: Vidhi, Item form: Solid, Scent: Guggal & Dhoop, Product Benefit: Aromatherapy, Quantity: 12 Pieces, Manufacturer: Hirai Mahila Bachat Gat.",,Navkar MBG,,Navkar MBG,Satara,Nikita Borgave,9970466171,,y
109,Pooja Samgri,Pooja Dhoop Agarbatti,Primium Chandan Dhoop,VI008,https://udyoginimart.com/product-home/primium-chandan-dhoop-vi00,Qty,45,40,0,17,0,57.5,11.11,Primium Chandan Dhoop,Primium Chandan Dhoop,"Indulge in the divine fragrance of Premium Chandan Dhoop, meticulously crafted to elevate your senses and enhance your spiritual practices. Each stick is an embodiment of purity, made from natural sandalwood powder known for its heavenly scent.",,Navkar MBG,,Navkar MBG,Satara,Nikita Borgave,9970466171,,y
110,Food and Drinks,Instant Food,Pure desi homemade gir cow ghee,VI017,https://udyoginimart.com/product-home/Pure-desi-homemade-gir-cow-ghee,250 ML,625,600,0,475,0,20.83,4,Pure desi homemade gir cow ghee,Pure desi homemade gir cow ghee,"Pure Desi Homemade Gir Cow Ghee: A Culinary Treasure Indulge in the essence of traditional Indian cooking with our Pure Desi Homemade Gir Cow Ghee, a culinary gem meticulously crafted to bring you unparalleled richness and purity.",,Navkar MBG,,Navkar MBG,Satara,Nikita Borgave,9970466171,,y
111,Food and Drinks,Instant Food,Pure desi homemade gir cow ghee,VI017,https://udyoginimart.com/product-home/Pure-desi-homemade-gir-cow-ghee,500 ML,1250,1200,0,950,0,20.83,4,Pure desi homemade gir cow ghee,Pure desi homemade gir cow ghee,"Pure Desi Homemade Gir Cow Ghee: A Culinary Treasure Indulge in the essence of traditional Indian cooking with our Pure Desi Homemade Gir Cow Ghee, a culinary gem meticulously crafted to bring you unparalleled richness and purity.",,Navkar MBG,,Navkar MBG,Satara,Nikita Borgave,9970466171,,y
112,Food and Drinks,Instant Food,Pure desi homemade gir cow ghee,VI017,https://udyoginimart.com/product-home/Pure-desi-homemade-gir-cow-ghee,1 Ltr,2500,2400,0,1900,0,20.83,4,Pure desi homemade gir cow ghee,Pure desi homemade gir cow ghee,"Pure Desi Homemade Gir Cow Ghee: A Culinary Treasure Indulge in the essence of traditional Indian cooking with our Pure Desi Homemade Gir Cow Ghee, a culinary gem meticulously crafted to bring you unparalleled richness and purity.",,Navkar MBG,,Navkar MBG,Satara,Nikita Borgave,9970466171,,y
113,Fashion,Kids,Article No. 058,,https://udyoginimart.com/product-home/article-no-058,M,200,150,0,0,0,0,0,Article No. 058,Article No. 058,58,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,n
114,Fashion,Sarees,Golden Tissue Emb Peacock Sarees,A321,https://udyoginimart.com/product-home/Golden-Tissue-Emb-Peacock-Sarees,Pieces,2100,2000,0,1175,0,41.25,4.76,Golden Tissue Emb Peacock Sarees,Golden Tissue Emb Peacock Sarees,"Hand Printed Saree with Emb Emblishment Silk Sarees with Blouse Pieces, Color: Multiple color , Code: A321.",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
115,Fashion,Purse,Vibrant Handcrafted Clutch Purse,PP01,https://udyoginimart.com/product-home/Vibrant-Handcrafted-Clutch-Purse,Qty,650,500,0,400,0,20,23.08,Vibrant Handcrafted Clutch Purse,Vibrant Handcrafted Clutch Purse,The clutch represents a Fusion of Artistry and Elegance. This exquisite clutch purse is a testament to skilled craftsmanship and cultural aesthetics.,,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
116,Fashion,Purse,Flower Design Purse For Girls,PP02,https://udyoginimart.com/product-home/flower-design-purse-for-girls,Qty,650,500,0,400,0,20,23.08,Flower Design Purse For Girls,Flower Design Purse For Girls,The Paithani cloth purse is a traditional Indian accessory that showcases exquisite craftsmanship and cultural significance.,,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
117,Fashion,Purse,Green Color Peacock Purse,PP03,https://udyoginimart.com/product-home/green-color-peacock-purse,Pieces,650,500,0,400,0,20,23.08,Green Color Peacock Purse,Green Color Peacock Purse,"The Paithani fabric hand-purse is a captivating blend of tradition, artistry, and functionality.",,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
118,Fashion,Purse,Simple Design Purse,PP04,https://udyoginimart.com/product-home/simple-design-purse,Pieces,650,500,0,400,0,20,23.08,Simple Design Purse,Simple Design Purse,"The Paithani fabric hand-purse is a captivating blend of tradition, artistry, and functionality.",,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
119,Fashion,Purse,Fashionable Purse,PP05,https://udyoginimart.com/product-home/fashionable-purse,Pieces,650,500,0,400,0,20,23.08,Fashionable Purse,Fashionable Purse,This elegant hand purse showcases the timeless beauty of Paithani craftsmanship.,,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
120,Fashion,Purse,Brown Color Purse,PP06,https://udyoginimart.com/product-home/brown-color-purse,Pieces,650,500,0,400,0,20,23.08,Brown Color Purse,Brown Color Purse,"This exquisite hand purse is a fusion of traditional Indian craftsmanship and modern functionality. Crafted from authentic Paithani fabric, it embodies the rich heritage of Maharashtra.",,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
121,Fashion,Purse,Blue line Printed Purse,PP07,https://udyoginimart.com/product-home/blue-line-printed-purse,Pieces,650,500,0,400,0,20,23.08,Blue line Printed Purse,Blue line Printed Purse,"The Khan Fabric Hand Purse is a delightful blend of traditional craftsmanship and modern style. Crafted with care, this elegant accessory is perfect for both casual outings and formal occasions.",,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
122,Fashion,Sarees,Kerala Cotton Golden Tree,A306,https://udyoginimart.com/product-home/Kerala-Cotton-Golden-Tree,Qty,1475,1375,0,840,0,38.91,6.78,Kerala Cotton Golden Tree,Kerala Cotton Golden Tree,"Block Printed Saree with Emb Emblishment with Blouse Piece, Code: A306.",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
123,Fashion,Sarees,Kerala Cotton Checks Print Sarees,A322,https://udyoginimart.com/product-home/Kerala-Cotton-Checks-Print-Sarees,Qty,1325,1225,0,765,0,37.55,7.55,Kerala Cotton Checks Print Sarees,Kerala Cotton Checks Print Sarees,"Block Printed Saree with Emb Emblishment with Blouse Piece, Code: A322.",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
124,Fashion,Jewellery,Red Beads Alloy Necklace Set-No.12,NO12,https://udyoginimart.com/product-home/red-beads-alloy-necklace,Qty,450,410,0,0,0,0,0,Red Beads Alloy Necklace,red-beads-alloy-necklace,"Base Metal : Alloy, Plating : Gold Plated, Sizing : Adjustable, Type : Necklace and Earrings.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
125,Fashion,Sarees,Kerala Cotton Aarl Gotta Sarees,A314,https://udyoginimart.com/product-home/Kerala-Cotton-Aarl-Gotta-Sarees,Qty,1700,1600,0,960,0,40,5.88,Kerala Cotton Aarl Gotta Sarees,Kerala Cotton Aarl Gotta Sarees,Beautiful Emb Saree with Gotta Emblishment with Blouse Piece. Code: A314.,,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
126,Fashion,Sarees,Kerala Cotton Green Potta Sarees,A309,https://udyoginimart.com/product-home/Kerala-Cotton-Green-Potta-Sarees,Qty,1650,1550,0,930,0,40,6.06,Kerala Cotton Green Potta Sarees,Kerala Cotton Green Potta Sarees,"Printed Saree with Emb Emblishment Silk Sarees and Designer Blouse Pieces, Color: Multiple color , Code: A309.",,Unnati Mahila Bachat Bat,,Unnati Mahila Bachat Bat,Vasai Virar,Sneha Bandekar,7021742288,,y
127,Fashion,Jewellery,Moti Choker Necklace Set No.23A,NO23,https://udyoginimart.com/product-home/moti-choker-necklace-set-no.23,Qty,250,150,0,0,0,0,0,Moti Choker Necklace,Moti-Choker-Necklace,"Moti Choker Necklace Set No.23A - Enhance your jewelry collection with this stunning handcrafted necklace, where traditional allure meets modern sophistication.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
128,Fashion,Jewellery,Diamond Pearl Choker Necklace Set No.20,NO20,https://udyoginimart.com/product-home/diamond-pearl-choker-necklace-setno.20,Qty,450,235,0,0,0,0,0,Diamond Pearl Choker Necklace Set No.20,Diamond Pearl Choker Necklace Set No.20,"Name : Necklace Set Silver Color, Base Metal : Alloy, Plating : Gold Plated, Stone Type : Crystals.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
129,Fashion,Jewellery,Moti Necklace Set No.15,NO15,https://udyoginimart.com/product-home/moti-necklace-setno.15,Qty,450,325,0,0,0,0,0,Moti Necklace,Moti Necklace,"Name : Moti Necklace Set, Base Metal : Alloy, Plating : Gold Plated, Stone Type : Crystals.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
130,Fashion,Jewellery,Moti Necklace -Set No.14,NO14,https://udyoginimart.com/product-home/moti-necklace,Qty,450,325,0,0,0,0,0,Moti Necklace,Moti Necklace,"Name : Moti Necklace Set Brown Color, Base Metal : Alloy, Plating : Gold Plated, Stone Type : Crystals.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
131,Fashion,Jewellery,Moti Mala for Women-No.13,NO13,https://udyoginimart.com/product-home/moti-mala-for-women,Qty,250,210,0,0,0,0,0,Moti Mala for Women,Moti Mala for Women,"Name : Moti Necklace Set Brown Color, Base Metal : Alloy, Plating : Gold Plated.",,Shri Mahakakshimi MBG,,Shri Mahakakshimi MBG,Mira-Bhayandar,Akshata Shigwan,8779828940,,n
132,Fashion,Purse,Handcraft purse,PP08,https://udyoginimart.com/product-home/handcraft-purse,Pieces,650,500,0,350,0,30,23.08,Handcraft purse,Handcraft purse,"The Paithani cloth hand purse seamlessly blends timeless craftsmanship with contemporary style. Handwoven in the Paithan region of Maharashtra, India, this accessory exudes opulence and cultural heritage.",,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
133,Food and Drinks,Spices and Masala,Sarang Sev Bhaji Masala,SSM8,https://udyoginimart.com/product-home/sarang-sev-bhaji-masala,30gm,50,30,0,20,0,33.33,40,Sarang Sev Bhaji Masala,Shevbhaji Masala – Authentic Spice Blend for Traditional Shevbhaji,Bring the heartwarming flavors of traditional Indian cuisine into your kitchen with our Shevbhaji Masala.,,Sarang Gondhali,,Sarangi MBG,Dhule,Sonali Baviskar,7798652052,,y
134,Food and Drinks,Spices and Masala,Sarang Mutton Masala,SMM10,https://udyoginimart.com/product-home/sarang-mutton-masala,30gm,50,30,0,20,0,33.33,40,Sarang Mutton Masala,Mutton Masala – Gourmet Spice Blend for Succulent Dishes,"Transform your mutton dishes into a culinary masterpiece with our Mutton Masala, a premium spice blend crafted to enhance the rich flavors and tender texture of mutton.",,Sarang Gondhali,,Sarangi MBG,Dhule,Sonali Baviskar,7798652052,,y
135,Food and Drinks,Spices and Masala,Sarang Chicken Masala,SCKM11,https://udyoginimart.com/product-home/sarang-chicken-masala,30gm,50,30,0,20,0,33.33,40,Sarang Chicken Masala,Chicken Masala – Premium Spice Blend for Savory Chicken Dishes,"Elevate your chicken dishes to new heights with our Chicken Masala, a premium spice blend crafted to bring rich, aromatic flavors to your table.",,Sarang Gondhali,,Sarangi MBG,Dhule,Sonali Baviskar,7798652052,,y
136,Food and Drinks,Spices and Masala,Kaju Curry,RTC06,https://udyoginimart.com/product-home/kaju-curry,25gm,30,30,0,21,0,30,0,Kaju Curry,Kaju Curry,"Kaju Curry - Experience the rich, creamy delight of Kaju Curry with our expertly crafted Kaju Curry Premix.",,True Spice,,Riddhi Sampada MBG,Satara,Prachi Shinde,9822870700,,y
137,Food and Drinks,Spices and Masala,Mouth Freshner Pan Shot Pack of 5,SPS14,https://udyoginimart.com/product-home/mouth-freshner-pan-shot-pack-of-5,5 Pices,250,240,0,165,0,31.25,4,Mouth Freshner Pan Shot,Mouth Freshner Pan Shot,Introducing the Pan Shot Chocolate-Coated Mouth Freshener—a unique fusion of indulgence and tradition.,,Sarang Gondhali,,Sarangi MBG,Dhule,Sonali Baviskar,7798652052,,y
138,Food and Drinks,Millets,Jower Flakes Chivda (Premium Quality),JFC01,https://udyoginimart.com/product-home/jower-flakes-chivda-premium-quality,200gm,160,140,0,105,0,25,12.5,Jower Flakes Chivda Premium Quality,Jower Flakes Chivda Premium Quality,"Jowar Flakes Chivda. Discover a new favorite snack with our Jowar Flakes Chivda, a delectable and healthful twist on the classic Indian savory mix.",,Nutriroots,,Shri Samartha Mauli MBG,Nashik,Namrata Bagul,7588928915,,y
139,Pooja Samgri,Pooja Dhoop Agarbatti,Snehadhan Vastu Dhoop,SD02,https://udyoginimart.com/product-home/snehadhan-vastu-dhoop,Qty,80,50,0,30,0,40,37.5,Snehadhan Vastu Dhoop,Snehadhan Vastu Dhoop,Transform your living or working environment into a sanctuary of peace and positive energy with Snehadhan Vastu Dhoop.,,Snehadhan Natural,,Shiv Shree MBG,Dhule,Alka Bhat,8668901698,,y
140,Fashion,Jewellery,Beautiful Butterfly Necklace - Terracotta A5,CAB01,https://udyoginimart.com/product-home/Beautiful-Butterfly-Necklace-Terracotta-A5,Qty,800,750,0,550,0,26.67,6.25,Beautiful Butterfly Necklace,Beautiful Butterfly Necklace,"Elevate your style with the Artisan Elegance Terracotta Jewelry Set, a stunning tribute to timeless craftsmanship and contemporary flair.",,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
141,Fashion,Jewellery,Necklace with Earring Sets-Terracotta A2,dac123,https://udyoginimart.com/product-home/Necklace-with-Earring-Sets-Terracotta-A2,Qty,850,775,0,580,0,25.16,8.82,Necklace with Earring Sets,Necklace with Earring Sets,"Elevate your style with the Artisan Elegance Terracotta Jewelry Set, a stunning tribute to timeless craftsmanship and contemporary flair.",,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,y
142,Fashion,Jewellery,Bangles for Women,,https://udyoginimart.com/product-home/bangles-for-women,Qty,250,149,0,0,0,0,0,Bangles for Women,Bangles for Women,24,,Udyogini,,Umart,Nashik,Mart,9874563210,help@udyoginimart.com,n
143,Fashion,Sarees,Silk Pink and Black Saree,PS001,https://udyoginimart.com/product-home/Silk-Pink-and-Black-Saree,Qty,800,680,0,360,0,47.06,15,Silk Pink and Black Saree,Silk Pink and Black Saree,Silk Pink and Black Saree,,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
144,Fashion,Sarees,Pure Silk Pattu Saree,PS002,https://udyoginimart.com/product-home/Pure-Silk-Pattu-Saree,Qty,800,680,0,360,0,47.06,15,Pure Silk Pattu Saree,Pure Silk Pattu Saree,Pure Silk Pattu Saree,,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
145,Fashion,Sarees,Paithani Cotton Silk Saree,PS003,https://udyoginimart.com/product-home/Paithani-Cotton-Silk-Saree,Qty,800,680,0,360,0,47.06,15,Paithani Cotton Silk Saree,Paithani Cotton Silk Saree,Paithani Cotton Silk Saree,,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
146,Fashion,Sarees,Paithani Silk Blend Saree,PS004,https://udyoginimart.com/product-home/Paithani-Silk-Blend-Saree,Qty,800,680,0,360,0,47.06,15,Paithani Silk Blend Saree,Paithani Silk Blend Saree,Paithani Silk Blend Saree,,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
147,Fashion,Sarees,Mango Kadiyal Paithani Saree,PS005,https://udyoginimart.com/product-home/Mango-Kadiyal-Paithani-Saree,Qty,800,680,0,360,0,47.06,15,Mango Kadiyal Paithani Saree,Mango Kadiyal Paithani Saree,Soft Fine Tana Silk Material Soft and Shiny Material Contrast Blouse Premium Quality.,,Shri Jagruti MBG,,NA,Yeola,Jagruti,8983835518,,y
148,Food and Drinks,Instant Food,Shawlet Honey Chocolate-CH00002,CH00002,https://udyoginimart.com/product-home/shawlet-honey-chocolate,100 gm,200,150,0,112.5,0,25,25,Shawlet Honey Chocolate,Shawlet Honey Chocolate,"Enjoy our pure Honey-filled Chocolates, where dark chocolate truffles are filled with delicious natural raw honey centers, tailored for the Indian palate.",,Shawlet,,Apurva MBG,Satara,Vandana Phalane,7588384084,,y
149,Food and Drinks,Spices and Masala,RK Shahi Paneer Masala,M013,https://udyoginimart.com/product-home/rk-shahi-paneer-masala,1Kg,700,700,0,650,0,7.14,0,RK Shahi Paneer Masala,RK Shahi Paneer Masala,"Elevate your culinary experience with our Shahi Paneer Masala, an exquisite blend designed to bring the rich, aromatic flavors of traditional Indian cuisine to your kitchen.",,RK Group,,Aadishri MBG,Shirol,Kavita Kalgutgi,9923950544,,y
150,Food and Drinks,Instant Food,Shawlet Paan Chocolate-CH00004,CH00004,https://udyoginimart.com/product-home/shawlet-paan-chocolate,100 gm,200,150,0,112.5,0,25,25,Shawlet Paan Chocolate,Shawlet Paan Chocolate,"Enjoy our Chocolate with Paan Filling, where chocolate meets the refreshing essence of paan for a unique treat.",,Shawlet,,Apurva MBG,Satara,Vandana Phalane,7588384084,,y
